y,d,s,c,fixorder,g,sub,inexp_tot,exp_tot,total_unk_tot,total_tot,inexp_r_tot,ineff_tot,otheval_tot,noeval_tot,ineff_r_tot
1718,6,2351,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,1,3,0,4,25,0,4,0,0
1718,6,2511,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,14,38,1,53,26.4,0,49,4,0
1718,6,2511,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,2511,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1718,6,2531,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,12,32,1,45,26.7,0,41,4,0
1718,6,2531,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,2531,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1718,6,2541,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,3,36,0,39,7.7,0,39,0,0
1718,6,2541,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,2541,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1718,6,2551,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,18,27,1,46,39.1,0,45,1,0
1718,6,2551,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,2551,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1718,6,2561,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,10,48,0,58,17.2,0,58,0,0
1718,6,2561,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,2561,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,3,0,3,0,0,3,0,0
1718,6,2571,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,4,67,2,73,5.5,0,71,2,0
1718,6,2571,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,2571,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,0,3,0,3,0,0,3,0,0
1718,6,2611,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,9,42,1,52,17.3,0,51,1,0
1718,6,2611,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,2611,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,3,0,3,0,0,3,0,0
1718,6,2621,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,14,38,1,53,26.4,0,52,1,0
1718,6,2621,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,2621,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,0,0,1,100,0,1,0,0
1718,6,2631,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,20,29,0,49,40.8,0,43,6,0
1718,6,2631,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,2631,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,0,0,1,100,0,1,0,0
1718,6,2641,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,4,48,0,52,7.7,0,52,0,0
1718,6,2641,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,2641,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1718,6,2661,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,9,34,0,43,20.9,0,43,0,0
1718,6,2661,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,2661,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,0,0,1,100,0,1,0,0
1718,6,2671,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,15,30,0,45,33.3,0,44,1,0
1718,6,2671,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,2671,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1718,6,2681,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,11,57,0,68,16.2,0,68,0,0
1718,6,2681,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,2681,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,1,0,2,50,0,2,0,0
1718,6,2691,High Minority/High Poverty/Title I,10,School Chart,Teachers,11,23,0,34,32.4,0,30,4,0
1718,6,2691,High Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,2691,High Minority/High Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1718,6,2711,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,22,44,0,66,33.3,0,65,1,0
1718,6,2711,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,2711,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,3,0,3,0,0,3,0,0
1718,6,2721,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,7,48,0,55,12.7,0,53,2,0
1718,6,2721,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,2721,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1718,6,2741,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,18,36,0,54,33.3,0,52,2,0
1718,6,2741,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,2741,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,0,0,1,100,0,1,0,0
1718,6,2751,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,29,112,1,142,20.4,0,141,1,0
1718,6,2751,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,1,0,0,1,100,0,1,0,0
1718,6,2751,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,0,5,0,5,0,0,5,0,0
1718,6,2801,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,10,36,1,47,21.3,0,46,1,0
1718,6,2801,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,2801,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1718,6,2811,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,5,36,0,41,12.2,0,37,4,0
1718,6,2811,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,2811,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1718,6,2831,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,13,133,1,147,8.8,0,146,1,0
1718,6,2831,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,2831,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,0,5,0,5,0,0,5,0,0
1718,6,2851,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,6,40,0,46,13,0,45,1,0
1718,6,2851,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,2851,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1718,6,2861,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,15,28,0,43,34.9,0,36,7,0
1718,6,2861,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,2861,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,0,0,1,100,0,1,0,0
1718,6,2871,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,16,41,1,58,27.6,0,55,3,0
1718,6,2871,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,2871,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,0,0,1,100,0,1,0,0
1718,6,2881,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,5,43,0,48,10.4,0,46,2,0
1718,6,2881,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,2881,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,0,0,1,100,0,1,0,0
1718,6,2891,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,12,48,0,60,20,0,59,1,0
1718,6,2891,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,2891,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1718,6,2942,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,18,52,1,71,25.4,0,69,2,0
1718,6,2942,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,2942,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,2,0,0,2,100,0,2,0,0
1718,6,2961,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,3,45,0,48,6.3,0,47,1,0
1718,6,2961,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,2961,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1718,6,2971,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,10,35,2,47,21.3,0,45,2,0
1718,6,2971,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,2971,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,2,0,3,33.3,0,3,0,0
1718,6,2981,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,5,59,1,65,7.7,0,63,2,0
1718,6,2981,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,2981,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1718,6,3001,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,8,48,1,57,14,0,56,1,0
1718,6,3001,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3001,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,0,3,0,3,0,0,3,0,0
1718,6,3011,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,23,118,1,142,16.2,0,140,2,0
1718,6,3011,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3011,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,0,5,0,5,0,0,5,0,0
1718,6,3031,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,8,36,0,44,18.2,0,44,0,0
1718,6,3031,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3031,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1718,6,3041,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,11,33,2,46,23.9,0,43,3,0
1718,6,3041,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3041,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1718,6,3051,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,14,61,1,76,18.4,0,75,1,0
1718,6,3051,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3051,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,3,0,3,0,0,3,0,0
1718,6,3061,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,4,36,1,41,9.8,0,39,2,0
1718,6,3061,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3061,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,0,0,1,100,0,1,0,0
1718,6,3081,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,11,61,2,74,14.9,0,71,3,0
1718,6,3081,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,1,0,0,1,100,0,1,0,0
1718,6,3081,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,1,1,0,2,50,0,2,0,0
1718,6,3091,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,5,64,0,69,7.2,0,69,0,0
1718,6,3091,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3091,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,1,0,2,50,0,2,0,0
1718,6,3101,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,27,69,1,97,27.8,0,96,1,0
1718,6,3101,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3101,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,3,0,3,0,0,3,0,0
1718,6,3111,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,4,49,0,53,7.5,0,53,0,0
1718,6,3111,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3111,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1718,6,3121,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,6,72,1,79,7.6,0,78,1,0
1718,6,3121,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3121,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,2,0,2,0,0,2,0,0
1718,6,3131,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,5,51,0,56,8.9,0,55,1,0
1718,6,3131,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3131,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1718,6,3151,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,15,60,0,75,20,0,75,0,0
1718,6,3151,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3151,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,0,3,0,3,0,0,3,0,0
1718,6,3171,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,8,57,0,65,12.3,0,62,3,0
1718,6,3171,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3171,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,1,0,0,1,100,0,1,0,0
1718,6,3181,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,2,46,1,49,4.1,0,47,2,0
1718,6,3181,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3181,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1718,6,3191,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,6,64,0,70,8.6,0,70,0,0
1718,6,3191,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3191,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,0,2,0,2,0,0,2,0,0
1718,6,3221,High Minority/High Poverty/Title I,10,School Chart,Teachers,12,24,0,36,33.3,0,35,1,0
1718,6,3221,High Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3221,High Minority/High Poverty/Title I,10,School Chart,Other,1,0,0,1,100,0,1,0,0
1718,6,3222,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,6,21,0,27,22.2,0,26,1,0
1718,6,3222,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3222,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1718,6,3291,High Minority/High Poverty/Title I,10,School Chart,Teachers,11,16,0,27,40.7,0,27,0,0
1718,6,3291,High Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3291,High Minority/High Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1718,6,3301,High Minority/High Poverty/Title I,10,School Chart,Teachers,0,22,0,22,0,0,21,1,0
1718,6,3301,High Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3301,High Minority/High Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1718,6,3311,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,14,31,0,45,31.1,0,45,0,0
1718,6,3311,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3311,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1718,6,3321,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,6,37,0,43,14,0,38,5,0
1718,6,3321,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3321,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,1,0,0,1,100,0,1,0,0
1718,6,3331,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,5,68,0,73,6.8,0,73,0,0
1718,6,3331,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3331,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,1,2,0,3,33.3,0,3,0,0
1718,6,3371,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,8,29,1,38,21.1,0,35,3,0
1718,6,3371,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3371,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1718,6,3391,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,11,100,1,112,9.8,0,111,1,0
1718,6,3391,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3391,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,0,4,0,4,0,0,4,0,0
1718,6,3401,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,10,65,0,75,13.3,0,73,2,0
1718,6,3401,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3401,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,0,0,1,100,0,1,0,0
1718,6,3431,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,10,52,1,63,15.9,0,62,1,0
1718,6,3431,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3431,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,3,0,3,0,0,3,0,0
1718,6,3441,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,9,49,0,58,15.5,0,56,2,0
1718,6,3441,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3441,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,1,0,0,1,100,0,1,0,0
1718,6,3461,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,8,73,0,81,9.9,0,79,2,0
1718,6,3461,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3461,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,0,2,0,2,0,0,2,0,0
1718,6,3471,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,18,75,1,94,19.1,0,93,1,0
1718,6,3471,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,6,3471,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,0,3,0,3,0,0,1,2,0
1718,6,3481,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,7,79,1,87,8,0,84,3,0
1718,6,3481,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3481,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,1,0,2,50,0,2,0,0
1718,6,3491,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,3,38,0,41,7.3,0,39,2,0
1718,6,3491,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3491,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,1,0,0,1,100,0,1,0,0
1718,6,3531,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,3,76,1,80,3.8,0,79,1,0
1718,6,3531,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3531,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,1,1,0,2,50,0,2,0,0
1718,6,3541,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,14,88,0,102,13.7,0,102,0,0
1718,6,3541,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3541,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,0,4,0,4,0,0,4,0,0
1718,6,3571,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,7,33,1,41,17.1,0,40,1,0
1718,6,3571,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3571,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1718,6,3581,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,6,28,0,34,17.6,0,31,3,0
1718,6,3581,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3581,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1718,6,3591,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,6,42,0,48,12.5,0,48,0,0
1718,6,3591,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3591,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,1,0,0,1,100,0,1,0,0
1718,6,3622,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,11,93,0,104,10.6,0,104,0,0
1718,6,3622,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3622,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,1,2,0,3,33.3,0,3,0,0
1718,6,3623,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,32,182,2,216,14.8,0,214,2,0
1718,6,3623,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3623,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,0,4,0,4,0,0,4,0,0
1718,6,3631,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,13,43,0,56,23.2,0,55,1,0
1718,6,3631,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3631,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,0,0,1,100,0,1,0,0
1718,6,3642,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,7,68,1,76,9.2,0,74,2,0
1718,6,3642,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3642,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,1,1,0,2,50,0,2,0,0
1718,6,3651,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,3,35,1,39,7.7,0,38,1,0
1718,6,3651,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3651,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,1,1,0,2,50,0,2,0,0
1718,6,3661,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,10,49,0,59,16.9,0,58,1,0
1718,6,3661,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3661,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1718,6,3701,High Minority/High Poverty/Title I,10,School Chart,Teachers,14,22,1,37,37.8,0,36,1,0
1718,6,3701,High Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,6,3701,High Minority/High Poverty/Title I,10,School Chart,Other,1,0,0,1,100,0,1,0,0
1718,6,3731,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,15,88,0,103,14.6,0,103,0,0
1718,6,3731,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
