y,d,s,c,fixorder,g,sub,inexp_tot,exp_tot,total_unk_tot,total_tot,inexp_r_tot,ineff_tot,otheval_tot,noeval_tot,ineff_r_tot
1718,13,4841,High Minority/High Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,0,1,0
1718,13,4881,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,2,30,1,33,6.1,0,29,4,0
1718,13,4881,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,4881,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,0,0,1,100,0,0,1,0
1718,13,4921,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,4,35,1,40,10,0,40,0,0
1718,13,4921,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,4921,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,0,1,0
1718,13,4961,High Minority/High Poverty/Title I,10,School Chart,Teachers,0,14,1,15,0,0,15,0,0
1718,13,4961,High Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,4961,High Minority/High Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,0,1,0
1718,13,5001,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,4,52,4,60,6.7,0,59,1,0
1718,13,5001,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,5001,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,1,0,2,50,0,0,2,0
1718,13,5002,High Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,20,0,0,20,100,0,18,2,0
1718,13,5002,High Minority/Low Poverty/Non-Title I,10,School Chart,Principals,1,0,0,1,100,0,1,0,0
1718,13,5002,High Minority/Low Poverty/Non-Title I,10,School Chart,Other,0,0,0,0,,0,0,0,
1718,13,5003,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,15,52,4,71,21.1,1,67,3,1.41
1718,13,5003,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,5003,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,1,2,0,0,0,2,0
1718,13,5005,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,21,70,1,92,22.8,0,91,1,0
1718,13,5005,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,5005,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,2,1,4,25,0,0,4,0
1718,13,5006,High Minority/Low Poverty/Title I,10,School Chart,Teachers,27,0,0,27,100,0,23,4,0
1718,13,5006,High Minority/Low Poverty/Title I,10,School Chart,Principals,0,0,0,0,,0,0,0,
1718,13,5006,High Minority/Low Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,0,1,0
1718,13,5008,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,27,5,0,32,84.4,0,24,8,0
1718,13,5008,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,0,0,0,,0,0,0,
1718,13,5008,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,0,1,0,1,0,0,0,1,0
1718,13,5020,High Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,11,0,0,11,100,0,9,2,0
1718,13,5020,High Minority/Low Poverty/Non-Title I,10,School Chart,Principals,1,0,0,1,100,0,1,0,0
1718,13,5020,High Minority/Low Poverty/Non-Title I,10,School Chart,Other,0,0,0,0,,0,0,0,
1718,13,5021,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,3,59,2,64,4.7,1,60,3,1.56
1718,13,5021,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,5021,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,2,0,2,0,0,0,2,0
1718,13,5041,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,1,33,0,34,2.9,0,32,2,0
1718,13,5041,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,5041,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,0,1,0
1718,13,5043,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,14,5,0,19,73.7,0,19,0,0
1718,13,5043,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,13,5043,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,0,1,0
1718,13,5044,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,27,10,1,38,71.1,0,33,5,0
1718,13,5044,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,5044,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,0,0,0,0,,0,0,0,
1718,13,5047,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,15,7,0,22,68.2,0,17,5,0
1718,13,5047,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,13,5047,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,0,0,0,0,,0,0,0,
1718,13,5049,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,38,6,0,44,86.4,0,33,11,0
1718,13,5049,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,1,0,0,1,100,0,1,0,0
1718,13,5049,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,1,1,0,2,50,0,2,0,0
1718,13,5051,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,11,67,1,79,13.9,0,78,1,0
1718,13,5051,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,0,1,1,0,0,0,1,0
1718,13,5051,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,1,0,2,50,0,0,2,0
1718,13,5061,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,2,33,0,35,5.7,0,34,1,0
1718,13,5061,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,5061,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,0,1,0
1718,13,5081,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,2,16,1,19,10.5,0,16,3,0
1718,13,5081,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,5081,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,0,1,0
1718,13,5091,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,12,22,1,35,34.3,0,31,4,0
1718,13,5091,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,5091,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,0,1,0,1,0,0,0,1,0
1718,13,5101,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,20,88,2,110,18.2,0,106,4,0
1718,13,5101,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,5101,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,1,2,0,3,33.3,0,0,3,0
1718,13,5121,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,4,35,2,41,9.8,0,39,2,0
1718,13,5121,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,5121,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,0,1,0,1,0,0,0,1,0
1718,13,5131,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,0,25,2,27,0,0,25,2,0
1718,13,5131,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,5131,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,0,1,0
1718,13,5141,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,9,34,2,45,20,0,44,1,0
1718,13,5141,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,5141,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,1,0,2,50,0,0,2,0
1718,13,5201,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,7,55,2,64,10.9,0,60,4,0
1718,13,5201,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,5201,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,2,0,2,0,0,0,2,0
1718,13,5241,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,5,45,2,52,9.6,0,51,1,0
1718,13,5241,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,5241,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,1,0,0,1,100,0,0,1,0
1718,13,5281,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,2,36,0,38,5.3,0,38,0,0
1718,13,5281,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,5281,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,0,0,1,100,0,0,1,0
1718,13,5321,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,6,43,2,51,11.8,0,50,1,0
1718,13,5321,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,1,2,0,0,0,2,0
1718,13,5321,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,1,1,0,2,50,0,0,2,0
1718,13,5361,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,2,26,1,29,6.9,0,28,1,0
1718,13,5361,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,5361,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,0,0,1,1,0,0,0,1,0
1718,13,5381,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,7,51,2,60,11.7,0,57,3,0
1718,13,5381,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,0,1,1,0,0,0,1,0
1718,13,5381,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,0,1,0
1718,13,5401,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,10,64,5,79,12.7,0,76,3,0
1718,13,5401,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,5401,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,0,2,0,2,0,0,0,2,0
1718,13,5410,High Minority/High Poverty/Title I,10,School Chart,Teachers,21,1,0,22,95.5,0,15,7,0
1718,13,5410,High Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1718,13,5410,High Minority/High Poverty/Title I,10,School Chart,Other,0,0,0,0,,0,0,0,
1718,13,5421,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,2,36,3,41,4.9,0,40,1,0
1718,13,5421,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,5421,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,0,1,0
1718,13,5431,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,2,41,2,45,4.4,0,45,0,0
1718,13,5431,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,5431,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,0,1,0
1718,13,5441,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,5,29,0,34,14.7,0,33,1,0
1718,13,5441,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,5441,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,0,1,0
1718,13,5481,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,6,30,1,37,16.2,0,35,2,0
1718,13,5481,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,5481,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,0,0,1,100,0,0,1,0
1718,13,5521,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,6,28,0,34,17.6,0,27,7,0
1718,13,5521,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,0,1,1,0,0,0,1,0
1718,13,5521,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,0,1,0
1718,13,5561,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,5,20,3,28,17.9,0,26,2,0
1718,13,5561,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,0,1,1,0,0,0,1,0
1718,13,5561,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,0,1,1,0,0,0,1,0
1718,13,5601,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,9,23,0,32,28.1,0,32,0,0
1718,13,5601,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,5601,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,0,1,0
1718,13,5641,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,1,20,2,23,4.3,0,21,2,0
1718,13,5641,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,0,1,1,0,0,0,1,0
1718,13,5641,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,0,1,0
1718,13,5671,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,0,50,4,54,0,0,54,0,0
1718,13,5671,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,5671,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,0,2,0,2,0,0,0,2,0
1718,13,5711,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,2,33,1,36,5.6,0,35,1,0
1718,13,5711,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,5711,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,0,1,0
1718,13,5791,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,22,26,0,48,45.8,0,29,19,0
1718,13,5791,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,5791,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,0,0,1,100,0,0,1,0
1718,13,5831,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,2,21,0,23,8.7,0,22,1,0
1718,13,5831,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,5831,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,1,0,0,1,100,0,0,1,0
1718,13,5861,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,10,14,2,26,38.5,0,25,1,0
1718,13,5861,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,5861,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,0,0,1,100,0,0,1,0
1718,13,5901,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,16,33,2,51,31.4,0,47,4,0
1718,13,5901,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,5901,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,0,1,0
1718,13,5931,High Minority/High Poverty/Title I,10,School Chart,Teachers,8,5,2,15,53.3,1,13,1,6.67
1718,13,5931,High Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,5931,High Minority/High Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,0,1,0
1718,13,5951,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,3,31,1,35,8.6,0,33,2,0
1718,13,5951,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,5951,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,0,1,0,1,0,0,0,1,0
1718,13,5961,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,8,73,3,84,9.5,0,83,1,0
1718,13,5961,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,5961,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,2,0,2,0,0,0,2,0
1718,13,5971,High Minority/High Poverty/Title I,10,School Chart,Teachers,2,15,3,20,10,0,17,3,0
1718,13,5971,High Minority/High Poverty/Title I,10,School Chart,Principals,0,0,1,1,0,0,0,1,0
1718,13,5971,High Minority/High Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,0,1,0
1718,13,5981,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,4,40,3,47,8.5,0,43,4,0
1718,13,5981,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,5981,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,1,0,2,50,0,0,2,0
1718,13,5991,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,9,39,5,53,17,0,51,2,0
1718,13,5991,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,5991,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,0,0,1,100,0,0,1,0
1718,13,6001,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,1,42,2,45,2.2,0,39,6,0
1718,13,6001,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,6001,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,0,2,0,2,0,0,0,2,0
1718,13,6004,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,6,4,0,10,60,0,10,0,0
1718,13,6004,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,0,0,0,,0,0,0,
1718,13,6004,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1718,13,6006,High Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,13,8,0,21,61.9,0,21,0,0
1718,13,6006,High Minority/Low Poverty/Non-Title I,10,School Chart,Principals,1,0,0,1,100,0,1,0,0
1718,13,6006,High Minority/Low Poverty/Non-Title I,10,School Chart,Other,0,0,0,0,,0,0,0,
1718,13,6010,High Minority/High Poverty/Title I,10,School Chart,Teachers,17,0,0,17,100,0,7,10,0
1718,13,6010,High Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,6010,High Minority/High Poverty/Title I,10,School Chart,Other,1,0,0,1,100,0,0,1,0
1718,13,6011,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,7,23,0,30,23.3,0,30,0,0
1718,13,6011,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,6011,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,1,0,2,50,0,0,2,0
1718,13,6012,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,30,16,0,46,65.2,0,45,1,0
1718,13,6012,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,0,0,0,,0,0,0,
1718,13,6012,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,1,0,2,50,0,2,0,0
1718,13,6013,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,21,1,0,22,95.5,0,18,4,0
1718,13,6013,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,1,0,0,1,100,0,1,0,0
1718,13,6013,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,0,0,0,,0,0,0,
1718,13,6014,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,28,2,0,30,93.3,0,27,3,0
1718,13,6014,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,0,0,0,,0,0,0,
1718,13,6014,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,0,0,0,,0,0,0,
1718,13,6021,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,11,45,4,60,18.3,0,58,2,0
1718,13,6021,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,6021,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,0,2,0,2,0,0,0,2,0
1718,13,6022,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,20,5,0,25,80,0,25,0,0
1718,13,6022,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,1,0,0,1,100,0,0,1,0
1718,13,6022,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,0,1,0,1,0,0,0,1,0
1718,13,6023,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,3,25,0,28,10.7,0,26,2,0
1718,13,6023,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,6023,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,2,0,2,0,0,0,2,0
1718,13,6028,High Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,22,6,0,28,78.6,0,28,0,0
1718,13,6028,High Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,0,0,0,,0,0,0,
1718,13,6028,High Minority/Low Poverty/Non-Title I,10,School Chart,Other,1,0,0,1,100,0,1,0,0
1718,13,6030,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,34,14,0,48,70.8,0,39,9,0
1718,13,6030,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,0,0,0,,0,0,0,
1718,13,6030,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,1,0,0,1,100,0,1,0,0
1718,13,6031,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,13,17,2,32,40.6,0,28,4,0
1718,13,6031,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,0,1,1,0,0,0,1,0
1718,13,6031,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,0,1,2,50,0,0,2,0
1718,13,6032,High Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,2,0,0,2,100,0,2,0,0
1718,13,6032,High Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,0,0,0,,0,0,0,
1718,13,6032,High Minority/Low Poverty/Non-Title I,10,School Chart,Other,0,0,0,0,,0,0,0,
1718,13,6033,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,22,12,0,34,64.7,0,0,34,0
1718,13,6033,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,0,0,0,,0,0,0,
1718,13,6033,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,0,0,1,100,0,0,1,0
1718,13,6040,High Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,27,2,0,29,93.1,0,26,3,0
1718,13,6040,High Minority/Low Poverty/Non-Title I,10,School Chart,Principals,1,0,0,1,100,0,1,0,0
1718,13,6040,High Minority/Low Poverty/Non-Title I,10,School Chart,Other,1,0,0,1,100,0,1,0,0
1718,13,6041,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,2,24,2,28,7.1,0,28,0,0
1718,13,6041,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,6041,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,0,1,0
1718,13,6042,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,4,1,1,6,66.7,0,4,2,0
1718,13,6042,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,0,0,0,,0,0,0,
1718,13,6042,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,0,0,0,0,,0,0,0,
1718,13,6048,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,9,1,1,11,81.8,0,9,2,0
1718,13,6048,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,0,0,0,,0,0,0,
1718,13,6048,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,2,0,0,2,100,0,2,0,0
1718,13,6051,High Minority/High Poverty/Title I,10,School Chart,Teachers,10,11,2,23,43.5,0,18,5,0
1718,13,6051,High Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,6051,High Minority/High Poverty/Title I,10,School Chart,Other,1,1,0,2,50,0,0,2,0
1718,13,6052,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,13,55,6,74,17.6,0,71,3,0
1718,13,6052,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,6052,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,1,0,2,50,0,0,2,0
1718,13,6053,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,6,3,0,9,66.7,0,9,0,0
1718,13,6053,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,6053,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,0,0,0,0,,0,0,0,
1718,13,6060,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,21,3,0,24,87.5,0,2,22,0
1718,13,6060,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,1,0,0,1,100,0,1,0,0
1718,13,6060,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,0,0,1,100,0,1,0,0
1718,13,6070,High Minority/High Poverty/Title I,10,School Chart,Teachers,24,3,0,27,88.9,0,1,26,0
1718,13,6070,High Minority/High Poverty/Title I,10,School Chart,Principals,1,0,0,1,100,0,1,0,0
1718,13,6070,High Minority/High Poverty/Title I,10,School Chart,Other,1,0,0,1,100,0,0,1,0
1718,13,6071,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,6,45,2,53,11.3,0,53,0,0
1718,13,6071,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,6071,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,0,2,0,2,0,0,0,2,0
1718,13,6081,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,1,19,1,21,4.8,0,20,1,0
1718,13,6081,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,13,6081,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,0,1,0,1,0,0,0,1,0
1718,13,6083,High Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,3,1,2,6,50,0,4,2,0
