year,district_number,LOCATION_DISTRICT,LOC_DISTRICT_NAME,district_name,school_number,school_name_l,school_name_s,website,collocated_number,PHONE_NUMBER,PHYSICAL_ADDRESS,PHYSICAL_CITY,PHYSICAL_STATE,PHYSICAL_ZIP,PRINCIPAL_LAST,PRINCIPAL_FIRST,PRINCIPAL_MI,LATITUDE,LONGITUDE,magnet_status,magnet_specialty,charter,title1,alt_schl,school_type,grade_1819,improvement_rating,final_pct,federal_index,gr_frmINDV,Feeder_School_flag,Receiving_Distenrl,Receiving_Schlenrl,TSI,CSI,total_students,Teacher_Count,CEP_Percentage,receiver_School_flag,feeder_distenrl,feeder_schlenrl,feeder_name,receiving_name
1819,13,13,MIAMI-DADE,MIAMI-DADE,6057,PHOENIX ACADEMY OF EXCELLENCE NORTH,PHOENIX ACADEMY OF EXCELLENCE NORTH,,136057,(786)865-1346,13301 NW 24TH AVE,MIAMI,FL,33167-1329,TUCKER- ROBINSON,LATOYA,,25.89623,-80.23912,Z,Z,YES,NO,A,Middle School,,M,34,17,,N,,,Y,Y,30,1,56.7,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,3431,PHYLLIS R. MILLER ELEMENTARY SCHOOL,PHYLLIS R. MILLER ELEM. SCHOOL,,133431,(305)756-3800,840 NE 87TH ST,MIAMI,FL,33138-3634,EMMANUEL,KIMBERLY,F,25.85534,-80.18039,P,O,NO,YES,N,Elementary School,B,,55,58,,N,,,Y,N,660,37,86.2,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,5931,PHYLLIS WHEATLEY ELEMENTARY SCHOOL,PHYLLIS WHEATLEY ELEM. SCHOOL,,135931,(305)573-2638,1801 NW 1ST PL,MIAMI,FL,33136-1710,WILLIAMS,CATHY,,25.79348,-80.19813,Z,Z,NO,YES,N,Elementary School,B,,56,58,,N,,,Y,N,236,17,95.8,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,4441,PINE LAKE ELEMENTARY SCHOOL,PINE LAKE ELEMENTARY SCHOOL,,134441,(305)233-7018,16700 SW 109TH AVE,MIAMI,FL,33157-2817,COFFEY,CRYSTAL,,25.61395,-80.37068,Z,Z,NO,YES,N,Elementary School,B,,61,64,,N,,,N,N,409,30,94.9,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,4461,PINE VILLA ELEMENTARY SCHOOL,PINE VILLA ELEMENTARY SCHOOL,,134461,(305)258-5366,21799 SW 117TH CT,MIAMI,FL,33170-2923,BASULTO,ELIANEYS,,25.56471,-80.38068,Z,Z,NO,YES,N,Elementary School,C,,41,41,,N,,,Y,N,394,20,96.2,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,5048,PINECREST ACADEMY (NORTH CAMPUS),PINECREST ACADEMY (NORTH CAMPUS),,135048,(305)553-9762,10207 W FLAGLER ST,MIAMI,FL,33174-1743,LARRAURI,VICTORIA,,25.76988,-80.36153,Z,Z,YES,NO,N,Combination School,A,,88,87,,N,,,N,N,494,29,60.7,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,0342,PINECREST ACADEMY (SOUTH CAMPUS),PINECREST ACADEMY (SOUTH CAMPUS),,130342,(305)386-0800,15130 SW 80TH ST,MIAMI,FL,33193-1302,CLEMENTE,ELAINE,,25.69107,-80.43711,Z,Z,YES,NO,N,Elementary School,A,,70,71,,N,,,N,N,751,37,57.5,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,6022,PINECREST ACADEMY CHARTER MIDDLE SCHOOL,PINECREST ACADEMY CHARTER MIDDLE SCHOOL,,136022,(305)559-8583,14901 SW 42ND ST,MIAMI,FL,33185-4535,NUNEZ,MARIA,B,25.72879,-80.43677,Z,Z,YES,NO,N,Middle School,A,,74,75,,N,,,Y,N,514,24,63.2,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,5049,PINECREST COVE ACADEMY,PINECREST COVE ACADEMY,,135049,(305)480-2097,4101 SW 107TH AVE,MIAMI,FL,33165-4814,DOPICO,SUSIE,,25.73083,-80.36740,Z,Z,YES,NO,N,Combination School,A,,77,80,,N,,,N,N,947,45,54.3,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,4421,PINECREST ELEMENTARY SCHOOL,PINECREST ELEMENTARY SCHOOL,,134421,(305)667-5579,10250 SW 57TH AVE,MIAMI,FL,33156-4159,ZALDUA,LYNN,A,25.67575,-80.28569,Z,Z,NO,NO,N,Elementary School,A,,76,76,,N,,,N,N,1000,62,14.3,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,2031,PINECREST GLADES ACADEMY,PINECREST GLADES ACADEMY,,132031,(305)229-6949,15250 SW EIGHTH ST,MIAMI,FL,33194-2623,MONTANO,CARIDAD,,25.76075,-80.44199,Z,Z,YES,NO,N,Elementary School,A,,63,64,,N,,,N,N,737,.,46.7,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,7027,PINECREST GLADES PREPARATORY ACADEMY MIDDLE HIGH SCHOOL,PINECREST GLADES PREPA ACADEMY MIDDLE HS,,137027,(305)229-6949,15250 SW EIGHTH ST,MIAMI,FL,33194-262,MONTANO,CARIDAD,,25.76075,-80.44199,Z,Z,YES,NO,N,Combination School,A,,63,65,,N,,,Y,N,509,.,41.8,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,0600,PINECREST PREPARATORY ACADEMY,PINECREST PREPARATORY ACADEMY,,130600,(305)207-1027,14301 SW 42ND ST,MIAMI,FL,33175-7832,DIAZ,ANA,,25.72953,-80.42629,Z,Z,YES,NO,N,Elementary School,A,,73,72,,N,,,N,N,585,33,58.8,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,7053,PINECREST PREPARATORY ACADEMY CHARTER HIGH SCHOOL,PINECREST PREPARATORY ACADEMY CHARTER HIGH,,137053,(305)559-8583,14901 SW 42ND ST,MIAMI,FL,33185-4535,NUNEZ,MARIA,B,25.72879,-80.43677,Z,Z,YES,NO,N,High School,A,,65,65,99.1,N,,,Y,N,491,14,57.6,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,4501,POINCIANA PARK ELEMENTARY SCHOOL,POINCIANA PARK ELEMENTARY SCHL,,134501,(305)691-5640,6745 NW 23RD AVE,MIAMI,FL,33147-6839,JONES,TANIA,,25.83607,-80.23425,Z,Z,NO,YES,N,Elementary School,B,,54,53,,N,,,N,N,306,24,90.8,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,6741,PONCE DE LEON MIDDLE SCHOOL,PONCE DE LEON MIDDLE SCHOOL,,136741,(305)661-1611,5801 AUGUSTO ST,CORAL GABLES,FL,33146-2606,PENTON,HERBERT,M,25.71606,-80.27241,P,D,NO,YES,N,Middle School,B,,59,59,,N,,,Y,N,1235,60,81.4,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,4541,RAINBOW PARK ELEMENTARY SCHOOL,RAINBOW PARK ELEMENTARY SCHOOL,,134541,(305)688-4631,15355 NW 19TH AVE,OPA LOCKA,FL,33054-2958,ARMSTRONG,ROBIN,T,25.91428,-80.23107,P,F,NO,YES,N,Elementary School,C,,47,52,,N,,,Y,N,303,20,94.1,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,4581,REDLAND ELEMENTARY SCHOOL,REDLAND ELEMENTARY SCHOOL,,134581,(305)247-8141,24501 SW 162ND AVE,HOMESTEAD,FL,33031-1311,MONTES,ADRIAN,,25.53891,-80.45260,Z,Z,NO,YES,N,Elementary School,B,,54,54,,N,,,N,N,747,48,89.3,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,6761,REDLAND MIDDLE SCHOOL,REDLAND MIDDLE SCHOOL,,136761,(305)247-6112,16001 SW 248TH ST,HOMESTEAD,FL,33031-2071,BECKFORD,GREGORY,A,25.53722,-80.45214,P,G,NO,YES,N,Middle School,C,,47,48,,N,,,Y,N,497,31,88.5,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,4611,REDONDO ELEMENTARY SCHOOL,REDONDO ELEMENTARY SCHOOL,,134611,(305)247-5943,18480 SW 304TH ST,HOMESTEAD,FL,33030-3915,ANDERSON,KEITH,A,25.48355,-80.49118,Z,Z,NO,YES,N,Elementary School,A,,75,70,,N,,,Y,N,600,46,94.8,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,0400,RENAISSANCE ELEMENTARY CHARTER SCHOOL,RENAISSANCE ELEMENTARY CHARTER SCHOOL,,130400,(305)591-2225,10651 NW 19TH ST,DORAL,FL,33172-2536,TORRES,HORTENSIA,,25.79219,-80.36716,Z,Z,YES,NO,N,Elementary School,A,,76,74,,N,,,Y,N,909,48,27.4,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,6028,RENAISSANCE MIDDLE CHARTER SCHOOL,RENAISSANCE MIDDLE CHARTER SCHOOL,,136028,(305)728-4622,8360 NW 33RD ST,DORAL,FL,33122-1938,TORRES,HORTENSIA,,25.80380,-80.33221,Z,Z,YES,NO,N,Middle School,A,,70,69,,N,,,N,N,450,25,32.2,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,6781,RICHMOND HEIGHTS MIDDLE SCHOOL,RICHMOND HEIGHTS MIDDLE SCHOOL,,136781,(305)238-2316,15015 SW 103RD AVE,MIAMI,FL,33176-7746,DONALDSON,LARHONDA,,25.62979,-80.35937,P,G,NO,YES,N,Middle School,B,,54,56,,N,,,Y,N,448,25,85.0,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,7835,RICHMOND PERRINE OPTIMIST,RICHMOND PERRINE OPTIMIST,,137835,(305)694-4444,18055 HOMESTEAD AVE,MIAMI,FL,33157-5528,CLARK,THERON,,25.60142,-80.35480,Z,Z,NO,YES,A,Combination School,,M,40,3,4.8,N,,,Y,Y,52,.,63.5,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,4681,RIVERSIDE ELEMENTARY SCHOOL,RIVERSIDE ELEMENTARY SCHOOL,,134681,(305)547-1520,1190 SW 2ND ST,MIAMI,FL,33130-1059,PARAMORE-RESPRESS,ERICA,Y,25.77093,-80.21353,Z,Z,NO,YES,N,Elementary School,C,,46,49,,N,,,Y,N,1155,78,92.6,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,6801,RIVIERA MIDDLE SCHOOL,RIVIERA MIDDLE SCHOOL,,136801,(305)226-4286,10301 SW 48TH ST,MIAMI,FL,33165-5639,BULNES,JORGE,,25.72374,-80.36239,P,G,NO,YES,N,Middle School,B,,58,59,,N,,,N,N,501,29,75.8,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,7371,ROBERT MORGAN EDUCATIONAL CENTER,ROBERT MORGAN EDUCATIONAL CENTER,,137371,(305)253-9920,18180 SW 122ND AVE,MIAMI,FL,33177-2407,WILLIAMS,KENNETH,L,25.59983,-80.39052,S,O,NO,YES,N,High School,B,,61,61,96.6,N,,,N,N,2088,86,70.6,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,8151,ROBERT RENICK EDUCATION CENTER,ROBERT RENICK EDUCATION CENTER,,138151,(305)624-1171,2201 NW 207TH ST,OPA LOCKA,FL,33056-1684,GUERRE,EMRICE,,25.96491,-80.25410,Z,Z,NO,YES,E,Combination School,,M,39,31,20.0,N,,,Y,Y,60,17,95.0,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,3541,ROBERT RUSSA MOTON ELEMENTARY SCHOOL,ROBERT RUSSA MOTON ELEMENTARY SCHOOL,,133541,(305)235-3612,18050 HOMESTEAD AVE,PERRINE,FL,33157-5529,WRIGHT,ERIC,L,25.60242,-80.35583,P,F,NO,YES,N,Elementary School,C,,42,42,,N,,,Y,N,317,23,97.8,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,4721,ROCKWAY ELEMENTARY SCHOOL,ROCKWAY ELEMENTARY SCHOOL,,134721,(305)221-1192,2790 SW 93RD CT,MIAMI,FL,33165-3144,PINA,JULISSA,,25.74433,-80.34691,Z,Z,NO,YES,N,Elementary School,B,,59,60,,N,,,Y,N,443,32,75.4,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,6821,ROCKWAY MIDDLE SCHOOL,ROCKWAY MIDDLE SCHOOL,,136821,(305)221-8212,9393 SW 29TH TER,MIAMI,FL,33165-3106,PINA,JULISSA,,25.74296,-80.34732,Z,Z,NO,YES,N,Middle School,B,,61,62,,N,,,N,N,1152,52,78.0,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,7241,RONALD W. REAGAN/DORAL SENIOR HIGH SCHOOL,RONALD W. REAGAN/DORAL SENIOR HIGH SCHOOL,,137241,(305)805-1900,8600 NW 107TH AVE,DORAL,FL,33178-3921,SILVA,JUAN,C,25.85269,-80.37136,Z,Z,NO,NO,N,High School,A,,62,62,92.7,N,,,N,N,2533,94,45.5,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,4741,ROYAL GREEN ELEMENTARY SCHOOL,ROYAL GREEN ELEMENTARY SCHOOL,,134741,(305)221-4452,13047 SW 47TH ST,MIAMI,FL,33175-4517,ARAGON,NANCY,S,25.72288,-80.40553,Z,Z,NO,YES,N,Elementary School,A,,67,68,,N,,,N,N,461,35,88.3,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,4761,ROYAL PALM ELEMENTARY SCHOOL,ROYAL PALM ELEMENTARY SCHOOL,,134761,(305)221-7961,4200 SW 112TH CT,MIAMI,FL,33165-4642,GARCIA,MARTA,,25.72979,-80.37713,Z,Z,NO,YES,N,Elementary School,A,,76,75,,N,,,N,N,535,36,85.2,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,6121,RUBEN DARIO MIDDLE SCHOOL,RUBEN DARIO MIDDLE SCHOOL,,136121,(305)226-0179,350 NW 97TH AVE,MIAMI,FL,33172-4107,MCCARTHY,VERONA,C,25.77172,-80.35448,Z,Z,NO,YES,N,Middle School,B,,59,59,,N,,,N,N,582,28,86.1,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,0241,RUTH K. BROAD BAY HARBOR K-8 CENTER,RUTH K. BROAD BAY HARBOR K-8 CENTER,,130241,(305)865-7912,1155 93RD ST,BAY HARBOR ISLANDS,FL,33154-3907,RODRIGUEZ,MARIA,T,25.88396,-80.13203,Z,Z,NO,NO,N,Combination School,A,,76,76,,N,,,N,N,1368,80,33.9,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,8181,RUTH OWENS KRUSE EDUCATION CENTER,RUTH OWENS KRUSE EDUCATION CENTER,,138181,(305)270-8699,11001 SW 76TH ST,MIAMI,FL,33173-2669,BERGE-MACCINNES,NICOLE,,25.69825,-80.37291,Z,Z,NO,YES,E,Combination School,,M,44,33,84.0,N,,,Y,Y,141,37,91.5,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,4841,SANTA CLARA ELEMENTARY SCHOOL,SANTA CLARA ELEMENTARY SCHOOL,,134841,(305)635-1417,1051 NW 29TH TER,MIAMI,FL,33127-3842,PAPP,STEPHEN,,25.80464,-80.21245,Z,Z,NO,YES,N,Elementary School,C,,52,53,,N,,,Y,N,631,41,96.8,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,7261,SCHOOL FOR ADVANCED STUDIES,SCHOOL FOR ADVANCED STUDIES,,137261,(305)237-8540,3800 NW 115TH AVE,DORAL,FL,33178-4856,MONTEAGUDO,OMAR,,25.80843,-80.38465,Z,Z,NO,NO,N,High School,A,,99,99,100.0,N,,,N,N,124,5,58.1,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,7091,SCHOOL FOR ADVANCED STUDIES - SOUTH,SCHOOL FOR ADVANCED STUDIES - SOUTH,,137091,(305)237-0510,11011 SW 104TH ST # T-301,MIAMI,FL,33176-3330,MONTEAGUDO,OMAR,,25.67374,-80.37405,Z,Z,NO,NO,N,High School,A,,100,100,100.0,N,,,N,N,247,11,43.3,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,7551,SCHOOL FOR ADVANCED STUDIES HOMESTEAD,SCHOOL FOR ADVANCED STUDIES HOMESTEAD,,137551,(305)237-5062,500 COLLEGE TER,HOMESTEAD,FL,33030-6009,MONTEAGUDO,OMAR,,25.47443,-80.47432,Z,Z,NO,NO,N,High School,A,,100,100,100.0,N,,,N,N,123,3,53.7,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,7061,SCHOOL FOR ADVANCED STUDIES NORTH,SCHOOL FOR ADVANCED STUD NORTH,,137061,(305)237-1089,11380 NW 27TH AVE # 1111,MIAMI,FL,33167-3418,MONTEAGUDO,OMAR,,25.87884,-80.24884,Z,Z,NO,NO,N,High School,A,,100,100,100.0,N,,,N,N,124,4,57.3,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,7041,SCHOOL FOR ADVANCED STUDIES-WOLFSON,SCHOOL FOR ADVAN STUDIES-WOLF,,137041,(305)237-7270,25 NE 2ND ST # 5,MIAMI,FL,33132-2103,MONTEAGUDO,OMAR,,25.84029,-80.36520,Z,Z,NO,NO,N,High School,A,,100,100,100.0,N,,,N,N,126,4,46.8,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,4881,SCOTT LAKE ELEMENTARY SCHOOL,SCOTT LAKE ELEMENTARY SCHOOL,,134881,(305)624-1443,1160 NW 175TH ST,MIAMI,FL,33169-4651,WILSON-ROCHELLE,LAKESHA,,25.93403,-80.21992,P,O,NO,YES,N,Elementary School,A,,62,62,,N,,,N,N,448,30,87.3,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,7860,SECONDARY STUDENT SUCCESS CENTER 801,SECONDARY STUDENT SUCCESS CENTER 801,,137860,(305)636-6167,2349 NW 175TH ST,MIAMI,FL,33160-4862,CLARK,THERON,,25.93468,-80.23975,Z,Z,NO,YES,A,Middle School,,U,11,2,*,N,,,Y,Y,34,.,79.4,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,7861,SECONDARY STUDENT SUCCESS CENTER 802,SECONDARY STUDENT SUCCESS CENTER 802,,137861,(305)694-4444,750 NW 20TH ST,MIAMI,FL,33127-4618,CLARK,THERON,,25.79506,-80.20770,Z,Z,NO,YES,A,Middle School,,M,32,,,N,,,,,31,.,87.1,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,7862,SECONDARY STUDENT SUCCESS CENTER 803,SECONDARY STUDENT SUCCESS CENTER 803,,137862,(305)694-4444,18180 SW 122ND AVE,MIAMI,FL,33177-2407,CLARK,THERON,,25.59983,-80.39052,Z,Z,NO,YES,A,Middle School,,U,17,,,N,,,,,24,.,66.7,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,7863,SECONDARY STUDENT SUCCESS CENTER-804,SECONDARY STUDENT SUCCESS CENTER-804,,137863,(305)694-4444,7100 NW 17TH AVE,MIAMI,FL,33147-6304,CLARK,THERON,,25.83955,-80.22555,Z,Z,NO,YES,A,Middle School,,M,38,18,*,N,,,N,Y,22,.,86.4,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,4921,SEMINOLE ELEMENTARY SCHOOL,SEMINOLE ELEMENTARY SCHOOL,,134921,(305)261-7071,121 SW 78TH PL,MIAMI,FL,33144-2336,DE LEON,MAYRA,,25.76890,-80.32266,Z,Z,NO,YES,N,Elementary School,A,,74,75,,N,,,N,N,567,39,82.0,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,4961,SHADOWLAWN ELEMENTARY SCHOOL,SHADOWLAWN ELEMENTARY SCHOOL,,134961,(305)758-3673,149 NW 49TH ST,MIAMI,FL,33127-2108,WILLIAMS,NIKA,L,25.82130,-80.19880,Z,Z,NO,YES,N,Elementary School,C,,50,52,,N,,,Y,N,218,16,95.4,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,5001,SHENANDOAH ELEMENTARY SCHOOL,SHENANDOAH ELEMENTARY SCHOOL,,135001,(305)643-4433,1023 SW 21ST AVE,MIAMI,FL,33135-5049,COTO,MICHELLE,L,25.76272,-80.22796,Z,Z,NO,YES,N,Elementary School,B,,55,57,,N,,,Y,N,860,57,91.0,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,6841,SHENANDOAH MIDDLE SCHOOL,SHENANDOAH MIDDLE SCHOOL,,136841,(305)856-8282,1950 SW 19TH ST,MIAMI,FL,33145-2127,CALZADILLA,BIANCA,,25.75367,-80.22719,P,O,NO,YES,N,Middle School,C,,48,51,,N,,,Y,N,1303,66,91.7,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,5041,SILVER BLUFF ELEMENTARY SCHOOL,SILVER BLUFF ELEMENTARY SCHOOL,,135041,(305)856-5197,2609 SW 25TH AVE,MIAMI,FL,33133-2214,BARREIRA,MAYRA,,25.74372,-80.23590,Z,Z,NO,YES,N,Elementary School,B,,55,55,,N,,,N,N,459,32,81.5,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,5121,SNAPPER CREEK ELEMENTARY SCHOOL,SNAPPER CREEK ELEMENTARY SCHL,,135121,(305)271-2111,10151 SW 64TH ST,MIAMI,FL,33173-1402,SEGREDO,MIRTA,R,25.70957,-80.35763,Z,Z,NO,NO,N,Elementary School,A,,70,69,,N,,,N,N,438,39,66.9,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,5062,SOMERSET ACADEMY BAY,SOMERSET ACADEMY BAY,,135062,(305)274-0682,9500 SW 97TH AVE,MIAMI,FL,33176,HERNANDEZ,SAILI,,25.68067,-80.35233,Z,Z,YES,NO,N,Elementary School,A,,80,80,,N,,,N,N,276,18,3.3,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,6128,SOMERSET ACADEMY BAY MIDDLE SCHOOL,SOMERSET ACADEMY BAY MIDDLE SCHOOL,,136128,(305)274-0682,9500 SW 97TH AVE,MIAMI,FL,33176,HERNANDEZ,SAILI,,25.68067,-80.35233,Z,Z,YES,NO,N,Middle School,A,,92,92,,N,,,N,N,91,4,2.2,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,0520,SOMERSET ACADEMY CHARTER,SOMERSET ACADEMY CHARTER,,130520,(305)969-6074,18491 SW 134TH AVE,MIAMI,FL,33177-2923,RUIZ,SUZETTE,E,25.59542,-80.40844,Z,Z,YES,NO,N,Elementary School,A,,69,70,,N,,,Y,N,699,1,66.0,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,0339,SOMERSET ACADEMY CHARTER ELEMENTARY SCHOOL (SOUTH HOMESTEAD),SOMERSET ACAD CHARTER ELEM SCHOOL S HOMESTEAD,,130339,(305)245-6108,300 SE 1ST DR,HOMESTEAD,FL,33030-7307,MORALES,LAYDA,,25.46734,-80.47506,Z,Z,YES,YES,N,Elementary School,B,,60,63,,N,,,Y,N,536,29,31.7,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,7042,SOMERSET ACADEMY CHARTER HIGH SCHOOL,SOMERSET ACADEMY CHARTER HIGH SCHOOL,,137042,(305)257-3737,12425 SW 248 ST,HOMESTEAD,FL,33032,RODRIGUEZ,KERRI,A,25.53726,-80.39305,Z,Z,YES,YES,N,High School,A,,72,72,100.0,N,,,Y,N,548,14,1.5,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,7034,SOMERSET ACADEMY CHARTER HIGH SCHOOL (SOUTH HOMESTEAD),SOMERSET ACADEMY CHARTER HIGH (S HOMESTEAD),,137034,(305)258-7497,305 NE 2ND RD,HOMESTEAD,FL,33030-6102,LOPEZ,ALINA,,25.47246,-80.47135,Z,Z,YES,YES,N,High School,B,,54,55,93.7,N,,,Y,N,408,20,78.9,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,6004,SOMERSET ACADEMY CHARTER MIDDLE SCHOOL,SOMERSET ACADEMY CHARTER MIDDLE SCHOOL,,136004,(305)969-6074,18491 SW 134TH AVE,MIAMI,FL,33177-2923,RUIZ,SUZETTE,,25.59542,-80.40844,Z,Z,YES,NO,N,Middle School,A,,75,75,,N,,,N,N,272,.,60.3,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,6013,SOMERSET ACADEMY CHARTER MIDDLE SCHOOL (SOUTH HOMESTEAD),SOMERSET ACADEMY CHARTER MIDDLE S HOMESTEAD,,136013,(305)258-7497,305 NE 2ND RD,HOMESTEAD,FL,33030-6102,LOPEZ,ALINA,,25.47246,-80.47135,Z,Z,YES,YES,N,Middle School,A,,63,62,,N,,,Y,N,590,25,77.3,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,6053,SOMERSET ACADEMY CHARTER MIDDLE SCHOOL SOUTH MIAMI CAMPUS,SOMERSET ACADEMY CHARTER MIDDLE SOUTH MIAMI,,136053,(305)740-0509,5876 SW 68TH ST,SOUTH MIAMI,FL,33143-3693,CORRAL,LUISA,,25.70773,-80.28925,Z,Z,YES,NO,N,Middle School,A,,86,86,,N,,,N,N,200,.,14.5,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,2007,SOMERSET ACADEMY ELEMENTARY SCHOOL SOUTH MIAMI CAMPUS,SOMERSET ACADEMY ELEM SCHOOL (S MIAMI CAMPUS),,132007,(305)740-0509,5876 SW 68TH ST,SOUTH MIAMI,FL,33143-3693,GUILARTE,KIM,M,25.70773,-80.28925,Z,Z,YES,NO,N,Elementary School,A,,84,84,,N,,,N,N,404,.,15.6,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,4037,SOMERSET ACADEMY KENDALL,SOMERSET ACADEMY KENDALL,,134037,(305)924-2554,9790 SW 107 CT,MIAMI,FL,33176-2701,FERNANDEZ,SAILI,,25.67798,-80.36878,Z,Z,YES,NO,N,Elementary School,A,,85,85,,N,,,N,N,59,5,6.8,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,0332,SOMERSET ACADEMY SILVER PALMS,SOMERSET ACADEMY SILVER PALMS,,130332,(305)257-3737,23255 SW 115TH AVE,HOMESTEAD,FL,33032-4505,RODRIGUEZ,KERRI ANN,,25.55126,-80.37787,Z,Z,YES,YES,N,Combination School,A,,71,71,,N,,,N,N,1766,64,2.2,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,4012,SOMERSET ACADEMY SILVER PALMS AT PRINCETON,SOMERSET ACADEMY SILVER PALMS AT PRINCETON,,134012,(786)504-2038,13390 SW 248 ST,HOMESTEAD,FL,33032-5640,RODRIGUEZ,KERRI ANN,,25.53550,-80.40777,Z,Z,YES,YES,N,Elementary School,A,,74,72,,N,,,N,N,236,42,2.1,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,2012,SOMERSET ARTS ACADEMY,SOMERSET ARTS ACADEMY,,132012,(305)246-4949,1700 N KROME AVE,HOMESTEAD,FL,33030-3236,SUAREZ,IDALIA,M,25.48579,-80.47810,Z,Z,YES,NO,N,Elementary School,B,,56,58,,N,,,N,N,405,21,25.4,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,5008,SOMERSET GABLES ACADEMY,SOMERSET GABLES ACADEMY,,135008,(305)442-8626,624 ANASTASIA AVE,CORAL GABLES,FL,33134-6404,RUIZ,SUZETTE,,25.74149,-80.26728,Z,Z,YES,NO,N,Elementary School,A,,73,70,,N,,,N,N,473,.,18.0,,,,,
1819,13,13,MIAMI-DADE,MIAMI-DADE,3033,SOMERSET OAKS ACADEMY,SOMERSET OAKS ACADEMY,,133033,(305)247-3993,1000 OLD DIXIE HWY,HOMESTEAD,FL,33030-4947,SUAREZ,IDALIA,M,25.48065,-80.46619,Z,Z,YES,YES,N,Combination School,C,,49,50,,N,,,Y,N,575,32,24.3,,,,,
